"State or territory - ASGS 2021","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations","New South Wales","New South Wales - RSE","New South Wales - Annotations","Victoria","Victoria - RSE","Victoria - Annotations","Queensland","Queensland - RSE","Queensland - Annotations","South Australia","South Australia - RSE","South Australia - Annotations","Western Australia","Western Australia - RSE","Western Australia - Annotations","Tasmania","Tasmania - RSE","Tasmania - Annotations","Northern Territory","Northern Territory - RSE","Northern Territory - Annotations","Australian Capital Territory","Australian Capital Territory - RSE","Australian Capital Territory - Annotations","Other Territories","Other Territories - RSE","Other Territories - Annotations","Outside Australia","Outside Australia - RSE","Outside Australia - Annotations",
"Age of person in single years",
"68",36.3,25.10,"*",24.1,29.40,"*",33.5,28.19,"*",9.8,35.67,"*",16.9,34.55,"*",3.7,27.32,"*",0.6,np,"**",1.5,48.86,"*",0,0.00,,0,0.00,,36.6,25.70,"*",10.9,np,"**",27.3,28.31,"*",10.8,30.03,"*",6.6,42.03,"*",4,28.68,"*",0.4,np,"**",2,32.29,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,74.5,17.26,,27.4,33.43,"*",53.5,20.00,,22.3,19.28,,20.3,29.39,"*",5.3,26.33,"*",1.4,44.08,"*",4,21.60,,0,0.00,,0,0.00,,
"69",36.1,23.31,,12.3,np,"**",21.7,38.89,"*",10.8,30.14,"*",7.9,38.11,"*",5.1,22.31,,0.3,np,"**",2.2,36.61,"*",0,0.00,,0,0.00,,29.4,24.70,,53.3,27.24,"*",27.6,32.89,"*",13.7,24.30,,12.2,39.22,"*",3.4,28.24,"*",1.3,45.93,"*",1.5,42.01,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,57,18.84,,69,22.62,,43.4,27.76,"*",24.5,18.08,,20.5,27.58,"*",8.4,16.37,,1.4,43.32,"*",3.4,25.21,"*",0,0.00,,0,0.00,,
"70",48.5,20.39,,20.3,np,"**",15.9,np,"**",10.4,26.57,"*",15.5,29.33,"*",3,35.12,"*",0.3,np,"**",1.5,np,"**",0,0.00,,0,0.00,,37.9,24.79,,25.2,39.10,"*",24.2,28.13,"*",6,34.75,"*",24,22.43,,5.5,22.81,,0.9,49.36,"*",1.9,35.68,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,92.6,12.47,,56.9,28.20,"*",39.1,27.09,"*",13.8,24.11,,39.7,15.38,,8.7,16.93,,1.4,32.45,"*",2.9,31.04,"*",0,0.00,,0,0.00,,
"71",27.3,26.33,"*",29.3,32.83,"*",19.9,49.61,"*",7.1,31.81,"*",6.6,np,"**",4.7,25.90,"*",0.3,np,"**",1.1,44.14,"*",0,0.00,,0,0.00,,36.8,24.59,,22.7,29.68,"*",21,44.83,"*",10.7,31.09,"*",18,28.92,"*",2.7,37.89,"*",0.7,np,"**",1.9,33.42,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,64.3,16.68,,44.2,23.22,,50.3,23.83,,15.2,25.12,"*",32.7,17.96,,7,22.07,,1.1,37.37,"*",2.2,34.69,"*",0,0.00,,0,0.00,,
"72",31.6,25.24,"*",17.8,np,"**",15.6,47.73,"*",4.8,np,"**",8,49.52,"*",2,34.80,"*",0.5,np,"**",2.7,30.79,"*",0,0.00,,0,0.00,,31,24.61,,23.9,32.40,"*",20.8,32.30,"*",6,35.40,"*",8.6,35.82,"*",4,23.63,,0.3,np,"**",2.5,30.56,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,65.3,15.85,,49,23.60,,35.1,26.35,"*",12.5,28.19,"*",16.9,25.13,"*",5.8,20.29,,0.8,39.83,"*",4.9,20.40,,0,0.00,,0,0.00,,
"73",26.6,34.97,"*",33.7,32.03,"*",20.9,39.90,"*",5.5,43.60,"*",18,34.47,"*",3.8,29.29,"*",1,33.77,"*",1.9,39.46,"*",0,0.00,,0,0.00,,17.9,37.23,"*",31.2,36.43,"*",20.9,40.77,"*",13.4,24.57,,17.8,25.30,"*",2,37.76,"*",0.5,np,"**",0.5,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,53.2,20.46,,75.3,19.63,,41.8,25.33,"*",16.2,23.08,,29.2,25.81,"*",5.9,23.17,,1.4,30.81,"*",2.6,32.07,"*",0,0.00,,0,0.00,,
"74",19.5,37.45,"*",41.1,25.61,"*",31.4,28.27,"*",11.1,31.02,"*",10.5,38.14,"*",1.6,43.72,"*",0,0.00,,1.3,43.21,"*",0,0.00,,0,0.00,,34.9,21.40,,14.4,46.79,"*",23.9,30.74,"*",4,np,"**",8.6,39.94,"*",2.7,25.36,"*",0.2,np,"**",2.5,27.70,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,46.9,23.18,,48.8,22.15,,43.9,24.99,,17.6,21.47,,19,26.04,"*",3.8,22.52,,0.3,np,"**",4,19.94,,0,0.00,,0,0.00,,
"75",31.1,26.81,"*",24.6,38.50,"*",21.3,31.65,"*",9.1,30.23,"*",19.3,26.86,"*",2,43.37,"*",0.4,45.31,"*",2.1,35.13,"*",0,0.00,,0,0.00,,25.2,26.85,"*",27.2,29.83,"*",31.2,29.43,"*",12.3,23.71,,8.5,37.59,"*",1.2,37.92,"*",0.3,np,"**",1.1,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,57,18.72,,44.5,21.90,,41.3,24.57,,19.3,18.66,,30.2,17.54,,3.8,25.80,"*",0.7,np,"**",2.2,38.89,"*",0,0.00,,0,0.00,,
"76",31.6,24.75,,20.6,40.88,"*",21.5,34.94,"*",4.3,45.76,"*",15.3,28.71,"*",2.7,32.98,"*",0,0.00,,1.4,48.31,"*",0,0.00,,0,0.00,,32.1,23.40,,22.5,39.00,"*",15.3,36.89,"*",8.4,35.74,"*",12.3,29.31,"*",2.7,27.64,"*",0,0.00,,0.5,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,55.2,18.48,,51.1,24.02,,36.9,22.06,,10.6,31.65,"*",20.4,25.26,"*",5.3,20.96,,0,0.00,,2.1,37.69,"*",0,0.00,,0,0.00,,
"77",22.1,40.41,"*",25.5,29.18,"*",4.1,np,"**",12.2,23.21,,9.4,33.49,"*",2.4,49.84,"*",0.5,np,"**",1.8,39.87,"*",0,0.00,,0,0.00,,24.9,31.84,"*",24.9,26.07,"*",20.6,38.62,"*",11,24.53,,13.6,38.20,"*",1.5,np,"**",0.9,35.21,"*",1.1,39.75,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,48.9,22.79,,42.2,23.28,,28.9,29.04,"*",18.7,19.36,,21.6,27.81,"*",4.5,28.76,"*",1.2,35.59,"*",1.7,46.04,"*",0,0.00,,0,0.00,,
"78",23.3,34.34,"*",20.3,39.87,"*",15.9,40.72,"*",4.3,47.38,"*",8.6,39.11,"*",3.4,29.43,"*",0,0.00,,3,26.21,"*",0,0.00,,0,0.00,,31.1,24.55,,24,34.12,"*",23.3,30.66,"*",6.5,35.65,"*",3.1,np,"**",3.6,28.99,"*",0.3,np,"**",1.4,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,62,16.01,,51.3,19.98,,37.4,25.07,"*",9.2,30.47,"*",11.4,30.71,"*",5.1,26.93,"*",0.6,np,"**",4.3,23.31,,0,0.00,,0,0.00,,
"79",21.9,30.00,"*",18.6,np,"**",6,np,"**",6.4,44.80,"*",2.1,np,"**",1.1,np,"**",0.8,48.38,"*",0.8,np,"**",0,0.00,,0,0.00,,33.2,35.70,"*",24.8,28.35,"*",13.5,44.31,"*",3.4,np,"**",4.8,np,"**",2.1,40.87,"*",0.3,np,"**",0.9,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,57.3,23.21,,38.4,28.25,"*",25.8,27.97,"*",14.6,26.16,"*",8.6,32.62,"*",3.8,23.85,,0.6,np,"**",1.5,np,"**",0,0.00,,0,0.00,,
"80",16.7,np,"**",8.5,np,"**",9.8,np,"**",4,np,"**",9.1,44.04,"*",0.8,np,"**",0.4,np,"**",0.7,np,"**",0,0.00,,0,0.00,,21.9,30.89,"*",14.6,38.55,"*",20.1,34.71,"*",4.1,np,"**",3.4,np,"**",1.4,np,"**",0.3,np,"**",0.8,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,47.1,23.85,,12.1,np,"**",33.8,27.97,"*",10.8,25.87,"*",14.6,39.41,"*",2.6,34.72,"*",0.7,43.90,"*",1.7,np,"**",0,0.00,,0,0.00,,
"81",30.1,26.20,"*",31.1,35.84,"*",0,0.00,,4.4,np,"**",10.6,35.54,"*",1.7,34.96,"*",0.2,np,"**",0.8,np,"**",0,0.00,,0,0.00,,30.1,44.46,"*",10.7,44.28,"*",8.5,np,"**",2.3,np,"**",6.4,44.96,"*",2.5,30.04,"*",0.5,47.57,"*",1.1,35.02,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,58.1,25.50,"*",36.4,30.40,"*",10.2,np,"**",7.1,36.35,"*",14.6,29.35,"*",2.7,32.02,"*",0.5,np,"**",1.7,35.59,"*",0,0.00,,0,0.00,,
"82",17.2,40.32,"*",15.1,45.71,"*",11.1,np,"**",2,np,"**",0,0.00,,2.2,33.80,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,16.7,31.43,"*",0,0.00,,6.4,np,"**",2.7,np,"**",10.3,35.37,"*",1.7,np,"**",0,0.00,,1,40.03,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,29.2,28.50,"*",8.6,np,"**",20.1,33.56,"*",3.9,np,"**",8.8,48.73,"*",3.2,33.04,"*",0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,
"83",11.5,41.69,"*",0,0.00,,26.1,27.54,"*",9.3,36.86,"*",3.2,np,"**",0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,11.2,np,"**",14.7,42.79,"*",9.8,np,"**",4.3,39.23,"*",5.3,np,"**",1.5,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,24.5,30.81,"*",9,np,"**",30.3,27.33,"*",7.9,43.64,"*",6.9,np,"**",2.3,44.95,"*",0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,
"84",8.3,np,"**",7.5,np,"**",13.3,39.04,"*",1.8,np,"**",0,0.00,,0.5,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,6.3,np,"**",21.6,34.18,"*",5,np,"**",3.4,np,"**",4.7,np,"**",0.7,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,21.6,36.01,"*",20,40.84,"*",6,np,"**",6.4,37.02,"*",8.1,42.43,"*",1.7,43.83,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"85",9.8,np,"**",0,0.00,,7.3,np,"**",6.2,np,"**",3.9,np,"**",0.9,np,"**",0,0.00,,0.9,np,"**",0,0.00,,0,0.00,,15.6,np,"**",13.6,46.70,"*",8.4,np,"**",2.5,np,"**",3.4,np,"**",1.2,43.66,"*",0,0.00,,0.8,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,32,40.97,"*",10,np,"**",5.9,np,"**",11.8,35.47,"*",10.9,36.00,"*",1.9,42.72,"*",0,0.00,,0.8,np,"**",0,0.00,,0,0.00,,
"86",5.6,np,"**",8.7,np,"**",5,np,"**",2.6,np,"**",0,0.00,,1,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,12.5,44.92,"*",4.9,np,"**",0,0.00,,2.6,np,"**",6.4,np,"**",1.3,46.18,"*",0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,16.7,33.19,"*",14.2,41.14,"*",9,np,"**",3.8,np,"**",8.5,42.85,"*",2.7,33.57,"*",0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,
"87",0,0.00,,6.9,np,"**",5.1,np,"**",2.5,np,"**",2.5,np,"**",1.6,47.20,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,8.5,40.75,"*",6.4,np,"**",4,np,"**",0,0.00,,0,0.00,,0.5,np,"**",0.3,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,10.4,np,"**",14.6,37.00,"*",10.8,40.10,"*",3.6,49.74,"*",4.5,np,"**",1.8,42.29,"*",0.3,np,"**",0.5,np,"**",0,0.00,,0,0.00,,
"88",5.8,np,"**",7.9,np,"**",0,0.00,,2.3,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,7.4,41.37,"*",13.2,48.40,"*",0,0.00,,1.7,np,"**",0,0.00,,0.5,np,"**",0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,13.3,33.86,"*",14.6,np,"**",8.5,40.50,"*",1.7,np,"**",0,0.00,,0.8,np,"**",0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,
"89",12.9,np,"**",0,0.00,,0,0.00,,0,0.00,,2.2,np,"**",0,0.00,,0,0.00,,0.9,np,"**",0,0.00,,0,0.00,,0,0.00,,19.1,42.38,"*",0,0.00,,2.9,44.54,"*",2.3,np,"**",0.4,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,7.9,np,"**",13.5,np,"**",0,0.00,,1.7,np,"**",3,np,"**",0.3,np,"**",0,0.00,,0.9,np,"**",0,0.00,,0,0.00,,
"90",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0.4,np,"**",0,0.00,,0,0.00,,0,0.00,,4.7,np,"**",0,0.00,,0,0.00,,1.8,np,"**",3.4,np,"**",0,0.00,,0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,4.7,np,"**",0,0.00,,0,0.00,,3.4,49.99,"*",2.7,np,"**",0,0.00,,0.4,np,"**",0.5,np,"**",0,0.00,,0,0.00,,
"91",3.7,np,"**",0,0.00,,0,0.00,,1.2,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,5.6,np,"**",7.7,np,"**",0,0.00,,0,0.00,,0.6,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,4,np,"**",6.6,np,"**",6,np,"**",1.2,np,"**",0,0.00,,0.9,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"92",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,5,np,"**",0,0.00,,5.1,np,"**",1.5,np,"**",1.9,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,5,np,"**",4.7,np,"**",5.1,np,"**",0,0.00,,1.9,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"93",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0.4,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,1.8,np,"**",0,0.00,,1.1,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"94",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,9.2,34.75,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0.5,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,9.2,34.75,"*",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0.5,np,"**",0,0.00,,0,0.00,,
"95",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"96",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"97",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,2.7,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,2.7,np,"**",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"98",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"99",0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,0,0.00,,
"Total",2929.5,1.23,,2392.6,1.44,,1847.4,1.30,,686.2,1.08,,996.2,1.17,,212.6,1.39,,62.8,2.47,,165,1.10,,0,0.00,,0,0.00,,3051.6,0.88,,2520.6,1.18,,1972.2,1.35,,721.2,0.77,,1016.6,0.93,,222.6,1.00,,65.4,1.95,,172.8,0.85,,0,0.00,,0,0.00,,9.2,49.08,"*",17.8,np,"**",10.7,49.60,"*",2.8,np,"**",8.7,43.52,"*",2.1,np,"**",0,0.00,,2.3,35.97,"*",0,0.00,,0,0.00,,6001.8,0.64,,4948,0.76,,3828.4,0.91,,1400.7,0.61,,2019.5,0.67,,437.5,0.64,,127.9,1.56,,340.9,0.58,,0,0.00,,0,0.00,,

np RSE data is concealed

"Data source: National Health Survey, 2022, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. Discrepancies may occur between sums of the component items and totals."
"INFO","Continuous variables in this table have been randomly adjusted to avoid the release of confidential data."


Symbol,Description
"#","(000's)"
"*","Estimate has a relative standard error of 25% to 50% and should be used with caution"
"**","Estimate has a relative standard error greater than 50% and is considered too unreliable for general use"


"Copyright Commonwealth of Australia, 2026, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
