age,gender,level,value
19,Total,Decile 1 (lowest),61.0
19,Total,Decile 2,19.1
19,Total,Decile 3,27.2
19,Total,Decile 4,39.4
19,Total,Decile 5,25.7
19,Total,Decile 6,17.4
19,Total,Decile 7,12.5
19,Total,Decile 8,38.4
19,Total,Decile 9,15.6
19,Total,Decile 10 (highest),51.1
20,Man,Decile 1 (lowest),16.3
20,Man,Decile 2,4.1
20,Man,Decile 3,14.7
20,Man,Decile 4,0.0
20,Man,Decile 5,27.7
20,Man,Decile 6,4.8
20,Man,Decile 7,11.0
20,Man,Decile 8,4.1
20,Man,Decile 9,28.9
20,Man,Decile 10 (highest),3.7
20,Woman,Decile 1 (lowest),0.0
20,Woman,Decile 2,4.9
20,Woman,Decile 3,0.0
20,Woman,Decile 4,8.5
20,Woman,Decile 5,21.6
20,Woman,Decile 6,7.6
20,Woman,Decile 7,10.6
20,Woman,Decile 8,42.4
20,Woman,Decile 9,27.5
20,Woman,Decile 10 (highest),13.6
20,Non-binary,Decile 1 (lowest),0.0
20,Non-binary,Decile 2,0.0
20,Non-binary,Decile 3,0.0
20,Non-binary,Decile 4,0.0
20,Non-binary,Decile 5,0.0
20,Non-binary,Decile 6,0.0
