age,gender,level,value
59,Man,Did not meet 2014 physical activity guidelines,121.4
59,Woman,Met 2014 physical activity guidelines,23.0
59,Woman,Did not meet 2014 physical activity guidelines,134.3
59,Non-binary,Met 2014 physical activity guidelines,0.0
59,Non-binary,Did not meet 2014 physical activity guidelines,0.0
59,Total,Met 2014 physical activity guidelines,30.9
59,Total,Did not meet 2014 physical activity guidelines,260.1
60,Man,Met 2014 physical activity guidelines,29.2
60,Man,Did not meet 2014 physical activity guidelines,96.2
60,Woman,Met 2014 physical activity guidelines,29.6
60,Woman,Did not meet 2014 physical activity guidelines,121.5
60,Non-binary,Met 2014 physical activity guidelines,0.0
60,Non-binary,Did not meet 2014 physical activity guidelines,0.0
60,Total,Met 2014 physical activity guidelines,56.6
60,Total,Did not meet 2014 physical activity guidelines,227.4
61,Man,Met 2014 physical activity guidelines,16.2
61,Man,Did not meet 2014 physical activity guidelines,135.2
61,Woman,Met 2014 physical activity guidelines,26.3
61,Woman,Did not meet 2014 physical activity guidelines,151.9
61,Non-binary,Met 2014 physical activity guidelines,0.0
61,Non-binary,Did not meet 2014 physical activity guidelines,0.0
61,Total,Met 2014 physical activity guidelines,42.4
61,Total,Did not meet 2014 physical activity guidelines,281.5
62,Man,Met 2014 physical activity guidelines,17.0
62,Man,Did not meet 2014 physical activity guidelines,99.8
62,Woman,Met 2014 physical activity guidelines,20.4
62,Woman,Did not meet 2014 physical activity guidelines,129.9
62,Non-binary,Met 2014 physical activity guidelines,0.0
62,Non-binary,Did not meet 2014 physical activity guidelines,0.0
62,Total,Met 2014 physical activity guidelines,32.9
62,Total,Did not meet 2014 physical activity guidelines,233.4
63,Man,Met 2014 physical activity guidelines,14.4
63,Man,Did not meet 2014 physical activity guidelines,123.7
63,Woman,Met 2014 physical activity guidelines,20.8
63,Woman,Did not meet 2014 physical activity guidelines,112.6
63,Non-binary,Met 2014 physical activity guidelines,0.0
63,Non-binary,Did not meet 2014 physical activity guidelines,0.0
63,Total,Met 2014 physical activity guidelines,47.4
63,Total,Did not meet 2014 physical activity guidelines,228.4
64,Man,Met 2014 physical activity guidelines,27.2
64,Man,Did not meet 2014 physical activity guidelines,105.2
64,Woman,Met 2014 physical activity guidelines,22.2
64,Woman,Did not meet 2014 physical activity guidelines,113.4
64,Non-binary,Met 2014 physical activity guidelines,0.0
