age,nhs_abs_condition__all_conditions,nhs_abs_condition__no_condition,nhs_activity__did_not_meet_2014_physical_activity_guidelines,nhs_activity__met_2014_physical_activity_guidelines,nhs_alcohol__consumed_alcohol_12_or_more_months_ago,nhs_alcohol__did_not_exceed_guideline,nhs_alcohol__exceeded_guideline,nhs_alcohol__never_consumed_alcohol,nhs_alcohol__risk_level_not_known,nhs_alcohol__time_since_last_consumed_alcohol_not_known,nhs_bmi__normal_range,nhs_bmi__normal_range_adult_only,nhs_bmi__obese_class_1,nhs_bmi__obese_class_2_adult_only,nhs_bmi__obese_class_3_adult_only,nhs_bmi__overweight,nhs_bmi__underweight_class_1,nhs_bmi__underweight_class_2,nhs_bmi__underweight_class_3,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases,nhs_comorbidity_all_condition__codes_for_special_purposes,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system,nhs_comorbidity_all_condition__diseases_of_the_digestive_system,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue,nhs_comorbidity_all_condition__diseases_of_the_nervous_system,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes,nhs_comorbidity_all_condition__mental_and_behavioural_disorders,nhs_comorbidity_all_condition__neoplasms,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified,nhs_comorbidity_no_condition__no_condition,nhs_population__total,nhs_seifa__decile_1_lowest,nhs_seifa__decile_10_highest,nhs_seifa__decile_2,nhs_seifa__decile_3,nhs_seifa__decile_4,nhs_seifa__decile_5,nhs_seifa__decile_6,nhs_seifa__decile_7,nhs_seifa__decile_8,nhs_seifa__decile_9,nhs_smoking__current_daily_smoker,nhs_smoking__current_non_smoker,nhs_smoking__current_smoker_other,nhs_states__australian_capital_territory,nhs_states__new_south_wales,nhs_states__northern_territory,nhs_states__other_territories,nhs_states__outside_australia,nhs_states__queensland,nhs_states__south_australia,nhs_states__tasmania,nhs_states__victoria,nhs_states__western_australia,nhs_abs_condition__all_conditions_rate,nhs_abs_condition__no_condition_rate,nhs_activity__did_not_meet_2014_physical_activity_guidelines_rate,nhs_activity__met_2014_physical_activity_guidelines_rate,nhs_alcohol__consumed_alcohol_12_or_more_months_ago_rate,nhs_alcohol__did_not_exceed_guideline_rate,nhs_alcohol__exceeded_guideline_rate,nhs_alcohol__never_consumed_alcohol_rate,nhs_alcohol__risk_level_not_known_rate,nhs_alcohol__time_since_last_consumed_alcohol_not_known_rate,nhs_bmi__normal_range_rate,nhs_bmi__normal_range_adult_only_rate,nhs_bmi__obese_class_1_rate,nhs_bmi__obese_class_2_adult_only_rate,nhs_bmi__obese_class_3_adult_only_rate,nhs_bmi__overweight_rate,nhs_bmi__underweight_class_1_rate,nhs_bmi__underweight_class_2_rate,nhs_bmi__underweight_class_3_rate,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period_rate,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases_rate,nhs_comorbidity_all_condition__codes_for_special_purposes_rate,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities_rate,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system_rate,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs_rate,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_digestive_system_rate,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process_rate,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa_rate,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue_rate,nhs_comorbidity_all_condition__diseases_of_the_nervous_system_rate,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue_rate,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders_rate,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes_rate,nhs_comorbidity_all_condition__mental_and_behavioural_disorders_rate,nhs_comorbidity_all_condition__neoplasms_rate,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium_rate,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified_rate,nhs_comorbidity_no_condition__no_condition_rate,nhs_seifa__decile_1_lowest_rate,nhs_seifa__decile_10_highest_rate,nhs_seifa__decile_2_rate,nhs_seifa__decile_3_rate,nhs_seifa__decile_4_rate,nhs_seifa__decile_5_rate,nhs_seifa__decile_6_rate,nhs_seifa__decile_7_rate,nhs_seifa__decile_8_rate,nhs_seifa__decile_9_rate,nhs_smoking__current_daily_smoker_rate,nhs_smoking__current_non_smoker_rate,nhs_smoking__current_smoker_other_rate,nhs_states__australian_capital_territory_rate,nhs_states__new_south_wales_rate,nhs_states__northern_territory_rate,nhs_states__other_territories_rate,nhs_states__outside_australia_rate,nhs_states__queensland_rate,nhs_states__south_australia_rate,nhs_states__tasmania_rate,nhs_states__victoria_rate,nhs_states__western_australia_rate
68,205.2,0.0,131.9,75.1,28.4,106.5,50.7,14.9,0.0,5.1,0.0,48.2,48.9,28.9,13.1,64.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,12.9,0.0,139.0,27.4,73.8,190.4,123.7,11.4,84.1,12.5,109.1,43.0,51.6,85.7,0.0,36.3,0.0,209.0,21.1,19.6,29.5,18.9,31.1,14.7,35.6,12.7,19.7,17.5,22.4,181.5,2.9,4.0,74.5,1.4,0.0,0.0,53.5,22.3,5.3,27.4,20.3,0.9818181818181818,0.0,0.6311004784688995,0.35933014354066983,0.13588516746411483,0.5095693779904307,0.2425837320574163,0.07129186602870814,0.0,0.024401913875598084,0.0,0.230622009569378,0.2339712918660287,0.13827751196172247,0.06267942583732057,0.30765550239234446,0.0,0.0,0.0,0.0,0.0,0.0,0.014832535885167464,0.06172248803827751,0.0,0.6650717703349283,0.13110047846889952,0.35311004784688993,0.9110047846889953,0.591866028708134,0.05454545454545455,0.40239234449760763,0.05980861244019139,0.5220095693779904,0.20574162679425836,0.24688995215311005,0.41004784688995216,0.0,0.17368421052631577,0.0,0.10095693779904306,0.0937799043062201,0.14114832535885166,0.09043062200956938,0.1488038277511962,0.07033492822966507,0.1703349282296651,0.060765550239234446,0.09425837320574162,0.08373205741626795,0.10717703349282295,0.868421052631579,0.013875598086124402,0.019138755980861243,0.35645933014354064,0.006698564593301435,0.0,0.0,0.25598086124401914,0.10669856459330145,0.025358851674641147,0.13110047846889952,0.09712918660287082
69,227.2,0.0,147.8,86.1,49.2,113.4,42.5,16.9,0.0,6.2,8.4,47.3,52.3,30.7,12.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,5.1,162.1,39.7,90.9,203.0,125.4,33.4,104.7,11.0,120.3,44.0,60.0,80.2,0.0,37.1,0.0,227.2,25.5,13.3,20.1,23.5,23.9,25.9,30.9,20.1,20.2,23.5,27.5,197.9,4.4,3.4,57.0,1.4,0.0,0.0,43.4,24.5,8.4,69.0,20.5,1.0,0.0,0.6505281690140846,0.3789612676056338,0.2165492957746479,0.4991197183098592,0.1870598591549296,0.0743838028169014,0.0,0.0272887323943662,0.0369718309859155,0.20818661971830985,0.230193661971831,0.13512323943661972,0.05281690140845071,0.3631161971830986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12411971830985916,0.022447183098591547,0.713468309859155,0.17473591549295778,0.4000880281690141,0.8934859154929577,0.5519366197183099,0.14700704225352113,0.46082746478873243,0.048415492957746484,0.5294894366197184,0.19366197183098594,0.26408450704225356,0.35299295774647893,0.0,0.16329225352112678,0.0,0.11223591549295775,0.0585387323943662,0.08846830985915494,0.1034330985915493,0.10519366197183098,0.11399647887323944,0.13600352112676056,0.08846830985915494,0.08890845070422536,0.1034330985915493,0.1210387323943662,0.8710387323943662,0.019366197183098594,0.014964788732394367,0.25088028169014087,0.006161971830985915,0.0,0.0,0.19102112676056338,0.10783450704225353,0.0369718309859155,0.30369718309859156,0.09022887323943662
70,243.8,0.0,141.3,106.2,24.0,109.4,79.7,20.9,0.0,0.0,0.0,55.3,49.8,13.5,18.5,100.5,0.0,0.0,0.0,0.0,6.3,0.0,8.8,24.8,3.7,158.5,35.2,113.4,221.7,179.0,16.3,99.2,13.8,144.7,45.7,56.8,101.4,0.0,52.5,0.0,239.6,27.7,13.3,23.3,36.3,17.9,36.6,24.2,17.1,22.4,18.6,24.4,221.6,0.0,2.9,92.6,1.4,0.0,0.0,39.1,13.8,8.7,56.9,39.7,1.0175292153589317,0.0,0.5897328881469116,0.44323873121869783,0.1001669449081803,0.4565943238731219,0.33263772954924875,0.08722871452420701,0.0,0.0,0.0,0.23080133555926544,0.20784641068447413,0.05634390651085142,0.07721202003338898,0.419449081803005,0.0,0.0,0.0,0.0,0.026293823038397328,0.0,0.036727879799666116,0.10350584307178631,0.015442404006677797,0.6615191986644408,0.14691151919866446,0.47328881469115197,0.9252921535893155,0.7470784641068448,0.06803005008347246,0.41402337228714525,0.05759599332220368,0.603923205342237,0.19073455759599334,0.2370617696160267,0.4232053422370618,0.0,0.21911519198664442,0.0,0.11560934891485809,0.055509181969949924,0.09724540901502504,0.1515025041736227,0.07470784641068447,0.15275459098497496,0.1010016694490818,0.07136894824707847,0.09348914858096828,0.07762938230383974,0.1018363939899833,0.9248747913188647,0.0,0.012103505843071787,0.38647746243739567,0.005843071786310518,0.0,0.0,0.16318864774624375,0.05759599332220368,0.03631051752921536,0.23747913188647746,0.16569282136894825
71,225.2,0.0,134.9,84.4,43.5,95.4,52.9,18.8,0.0,4.8,3.5,57.0,54.0,22.2,17.0,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,4.7,142.7,21.0,67.1,210.7,145.1,26.7,89.8,10.1,109.6,38.5,56.2,102.5,0.0,40.3,0.0,225.2,24.2,13.3,28.4,29.5,13.4,19.4,23.0,19.0,19.9,31.9,11.5,212.9,1.6,2.2,64.3,1.1,0.0,0.0,50.3,15.2,7.0,44.2,32.7,1.0,0.0,0.5990230905861457,0.374777975133215,0.19316163410301954,0.42362344582593253,0.23490230905861456,0.08348134991119006,0.0,0.021314387211367674,0.015541740674955595,0.2531083481349911,0.23978685612788633,0.09857904085257549,0.07548845470692718,0.32548845470692717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07815275310834814,0.020870337477797516,0.6336589698046181,0.09325044404973358,0.29795737122557725,0.9356127886323268,0.644316163410302,0.11856127886323269,0.3987566607460036,0.044849023090586145,0.4866785079928952,0.17095914742451154,0.24955595026642988,0.45515097690941386,0.0,0.17895204262877443,0.0,0.10746003552397869,0.05905861456483127,0.1261101243339254,0.13099467140319718,0.059502664298401425,0.08614564831261101,0.10213143872113677,0.08436944937833038,0.08836589698046181,0.141651865008881,0.05106571936056838,0.9453818827708704,0.007104795737122559,0.009769094138543518,0.2855239786856128,0.004884547069271759,0.0,0.0,0.2233570159857904,0.0674955595026643,0.03108348134991119,0.19626998223801068,0.14520426287744229
72,189.6,3.7,123.7,68.3,27.7,98.6,51.0,9.1,0.0,0.0,2.4,31.8,51.9,16.2,10.9,86.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,15.8,3.2,132.1,24.9,62.4,176.0,138.1,19.8,96.5,16.6,108.7,51.0,46.1,83.6,0.0,38.0,3.7,195.0,14.4,13.7,13.0,28.9,23.1,37.7,24.6,19.9,15.6,10.3,10.2,184.7,0.0,4.9,65.3,0.8,0.0,0.0,35.1,12.5,5.8,49.0,16.9,0.9723076923076923,0.018974358974358976,0.6343589743589744,0.35025641025641024,0.14205128205128204,0.5056410256410256,0.26153846153846155,0.04666666666666666,0.0,0.0,0.012307692307692308,0.1630769230769231,0.26615384615384613,0.08307692307692308,0.0558974358974359,0.4451282051282051,0.0,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.08102564102564103,0.01641025641025641,0.6774358974358974,0.1276923076923077,0.32,0.9025641025641026,0.7082051282051282,0.10153846153846154,0.4948717948717949,0.08512820512820514,0.5574358974358975,0.26153846153846155,0.23641025641025643,0.4287179487179487,0.0,0.19487179487179487,0.018974358974358976,0.07384615384615385,0.07025641025641026,0.06666666666666667,0.1482051282051282,0.11846153846153847,0.19333333333333336,0.12615384615384617,0.10205128205128204,0.08,0.052820512820512824,0.052307692307692305,0.9471794871794871,0.0,0.02512820512820513,0.33487179487179486,0.0041025641025641026,0.0,0.0,0.18000000000000002,0.0641025641025641,0.029743589743589743,0.2512820512820513,0.08666666666666666
73,215.7,0.0,119.8,93.8,32.9,101.1,57.5,19.4,0.0,7.4,8.0,49.2,42.5,12.4,9.1,92.6,0.0,0.0,2.4,0.0,0.0,0.0,0.0,12.4,7.8,146.1,39.6,93.9,206.2,148.2,20.2,83.6,11.2,112.7,45.5,56.1,94.1,0.0,27.8,0.0,215.7,19.9,23.9,18.1,24.8,27.9,12.1,26.4,20.3,11.9,24.3,7.6,207.6,0.0,2.6,53.2,1.4,0.0,0.0,41.8,16.2,5.9,75.3,29.2,1.0,0.0,0.555401019935095,0.43486323597589244,0.15252665739452945,0.46870653685674546,0.2665739452943904,0.0899397311080204,0.0,0.03430690774223459,0.03708854891052388,0.22809457579972187,0.1970329160871581,0.057487250811312014,0.04218822438572091,0.42929995363931384,0.0,0.0,0.011126564673157162,0.0,0.0,0.0,0.0,0.057487250811312014,0.03616133518776078,0.6773296244784422,0.1835883171070932,0.435326842837274,0.9559573481687529,0.6870653685674548,0.09364858599907279,0.3875753361149745,0.05192396847473343,0.5224849327770051,0.21094112192860456,0.2600834492350487,0.4362540565600371,0.0,0.1288827074640705,0.0,0.09225776541492814,0.11080203987019008,0.08391284191006028,0.11497450162262403,0.12934631432545202,0.056096430227167364,0.12239221140472879,0.09411219286045434,0.05516921650440427,0.11265646731571628,0.03523412146499768,0.9624478442280946,0.0,0.012053778395920261,0.2466388502549838,0.006490496059341678,0.0,0.0,0.19378766805748726,0.07510431154381085,0.02735280482151136,0.349095966620306,0.13537320352341214
74,199.4,0.0,136.3,61.1,28.5,102.2,45.3,19.9,0.0,0.0,7.3,33.7,50.8,7.4,7.7,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,8.8,145.5,28.5,68.4,188.1,129.3,14.7,78.9,15.9,105.0,30.6,60.2,77.5,0.0,40.8,0.0,196.2,29.2,13.7,16.4,22.2,19.3,14.4,21.0,11.2,17.9,27.7,4.9,194.8,0.0,4.0,46.9,0.3,0.0,0.0,43.9,17.6,3.8,48.8,19.0,1.016309887869521,0.0,0.6946992864424059,0.3114169215086647,0.1452599388379205,0.5208970438328236,0.2308868501529052,0.10142711518858308,0.0,0.0,0.03720693170234455,0.17176350662589196,0.25891946992864423,0.03771661569826708,0.039245667686034665,0.4480122324159022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11060142711518858,0.044852191641182475,0.7415902140672783,0.1452599388379205,0.34862385321100925,0.9587155963302753,0.6590214067278288,0.07492354740061162,0.4021406727828747,0.08103975535168197,0.5351681957186545,0.1559633027522936,0.3068297655453619,0.39500509683995927,0.0,0.20795107033639143,0.0,0.1488277268093782,0.06982670744138635,0.08358817533129459,0.11314984709480122,0.09836901121304792,0.07339449541284404,0.10703363914373089,0.05708460754332314,0.09123343527013252,0.14118246687054026,0.024974515800203878,0.9928644240570847,0.0,0.020387359836901122,0.23904179408766565,0.0015290519877675841,0.0,0.0,0.2237512742099898,0.08970438328236495,0.019367991845056064,0.24872579001019368,0.09683995922528033
75,196.2,0.0,142.8,55.9,20.2,113.1,37.6,10.9,0.0,6.7,0.0,42.9,45.1,16.4,15.6,77.8,0.0,0.0,0.0,0.0,0.0,0.0,4.4,29.5,2.9,141.6,29.5,94.0,190.3,146.2,18.0,80.0,3.3,113.4,35.9,59.4,76.4,0.0,58.7,0.0,196.2,17.5,19.8,8.7,21.3,24.6,14.5,27.7,20.2,21.1,9.3,14.1,174.8,0.0,2.2,57.0,0.7,0.0,0.0,41.3,19.3,3.8,44.5,30.2,1.0,0.0,0.7278287461773701,0.28491335372069315,0.10295616717635067,0.5764525993883792,0.19164118246687056,0.05555555555555556,0.0,0.03414882772680938,0.0,0.21865443425076453,0.22986748216106018,0.08358817533129459,0.07951070336391437,0.3965341488277268,0.0,0.0,0.0,0.0,0.0,0.0,0.022426095820591237,0.1503567787971458,0.014780835881753314,0.7217125382262997,0.1503567787971458,0.47910295616717635,0.969928644240571,0.745158002038736,0.09174311926605505,0.40774719673802245,0.016819571865443424,0.5779816513761469,0.18297655453618758,0.30275229357798167,0.38939857288481144,0.0,0.299184505606524,0.0,0.08919469928644241,0.10091743119266056,0.04434250764525994,0.10856269113149848,0.1253822629969419,0.07390417940876656,0.14118246687054026,0.10295616717635067,0.10754332313965342,0.04740061162079511,0.07186544342507646,0.8909276248725791,0.0,0.011213047910295619,0.290519877675841,0.003567787971457696,0.0,0.0,0.21049949031600407,0.09836901121304792,0.019367991845056064,0.226809378185525,0.15392456676860347
76,181.2,0.0,124.2,55.8,25.8,88.2,31.9,24.2,0.0,6.4,9.2,44.7,51.0,8.9,3.3,55.5,0.0,0.0,0.0,0.0,0.0,2.7,0.0,22.1,0.0,138.7,17.5,78.1,179.9,135.4,30.5,60.9,5.9,111.8,26.0,64.1,76.2,0.0,38.4,0.0,181.2,15.8,11.6,12.7,19.1,34.0,25.1,14.5,14.1,13.4,18.3,0.0,182.7,0.0,2.1,55.2,0.0,0.0,0.0,36.9,10.6,5.3,51.1,20.4,1.0,0.0,0.685430463576159,0.3079470198675497,0.1423841059602649,0.48675496688741726,0.17604856512141281,0.13355408388520973,0.0,0.03532008830022076,0.05077262693156733,0.24668874172185434,0.2814569536423841,0.04911699779249449,0.018211920529801324,0.30629139072847683,0.0,0.0,0.0,0.0,0.0,0.01490066225165563,0.0,0.12196467991169979,0.0,0.7654525386313465,0.09657836644591612,0.4310154525386313,0.9928256070640178,0.7472406181015453,0.1683222958057395,0.3360927152317881,0.03256070640176601,0.6169977924944813,0.1434878587196468,0.35375275938189843,0.42052980132450335,0.0,0.2119205298013245,0.0,0.08719646799116999,0.06401766004415012,0.07008830022075055,0.10540838852097131,0.18763796909492275,0.13852097130242827,0.08002207505518764,0.07781456953642385,0.0739514348785872,0.10099337748344372,0.0,1.0082781456953642,0.0,0.011589403973509936,0.30463576158940403,0.0,0.0,0.0,0.20364238410596028,0.05849889624724062,0.02924944812362031,0.2820088300220751,0.11258278145695365
77,171.9,0.0,116.1,54.4,43.7,75.9,39.4,12.1,0.0,2.1,5.9,36.9,27.2,21.1,4.0,74.1,0.8,0.0,0.0,0.0,3.7,0.0,3.1,24.4,0.0,127.8,33.2,71.7,162.4,136.2,17.6,88.7,12.9,96.7,24.4,53.7,85.3,0.0,40.9,0.0,171.9,17.6,13.2,13.9,9.3,38.7,7.6,17.1,18.3,21.7,21.0,7.2,164.7,0.0,1.7,48.9,1.2,0.0,0.0,28.9,18.7,4.5,42.2,21.6,1.0,0.0,0.675392670157068,0.3164630599185573,0.254217568353694,0.44153577661431065,0.22920302501454332,0.07038976148923792,0.0,0.012216404886561954,0.03432228039557882,0.21465968586387432,0.15823152995927864,0.12274578243164631,0.02326934264107039,0.4310645724258289,0.004653868528214078,0.0,0.0,0.0,0.02152414194299011,0.0,0.018033740546829553,0.14194299011052935,0.0,0.743455497382199,0.19313554392088425,0.41710296684118675,0.9447353112274578,0.7923211169284466,0.10238510762070972,0.5159976730657359,0.07504363001745201,0.5625363583478766,0.14194299011052935,0.31239092495637,0.49621873182082604,0.0,0.2379290285049447,0.0,0.10238510762070972,0.07678883071553227,0.08086096567771961,0.05410122164048866,0.22513089005235604,0.044211751018033735,0.09947643979057592,0.10645724258289703,0.12623618382780685,0.12216404886561955,0.041884816753926704,0.9581151832460733,0.0,0.009889470622454915,0.2844677137870855,0.006980802792321116,0.0,0.0,0.16812100058173354,0.10878417684700406,0.02617801047120419,0.24549156486329263,0.1256544502617801
78,169.4,0.0,120.5,55.3,18.8,75.3,41.1,30.4,0.0,3.9,0.0,30.1,50.5,13.6,6.2,57.3,0.0,0.0,0.0,0.0,1.2,0.0,0.7,21.6,0.5,131.3,19.9,79.3,152.1,122.1,8.6,79.7,4.5,99.4,27.5,54.7,85.6,0.0,31.6,0.0,169.4,19.1,17.5,12.7,9.7,22.4,23.0,15.0,18.0,14.1,33.8,6.4,162.8,2.0,4.3,62.0,0.6,0.0,0.0,37.4,9.2,5.1,51.3,11.4,1.0,0.0,0.7113341204250295,0.3264462809917355,0.11097992916174734,0.4445100354191263,0.2426210153482881,0.179456906729634,0.0,0.023022432113341203,0.0,0.17768595041322313,0.29811097992916175,0.08028335301062574,0.03659976387249114,0.3382526564344746,0.0,0.0,0.0,0.0,0.007083825265643447,0.0,0.004132231404958677,0.12750885478158205,0.0029515938606847697,0.7750885478158206,0.11747343565525382,0.46812278630460447,0.897874852420307,0.7207792207792207,0.050767414403778036,0.4704840613931523,0.026564344746162927,0.5867768595041323,0.16233766233766234,0.32290436835891384,0.5053128689492326,0.0,0.18654073199527746,0.0,0.11275088547815822,0.10330578512396695,0.07497048406139314,0.057260920897284524,0.13223140495867766,0.1357733175914994,0.0885478158205431,0.10625737898465171,0.0832349468713105,0.19952774498229042,0.03778040141676505,0.961038961038961,0.011806375442739079,0.025383707201889018,0.3659976387249114,0.0035419126328217233,0.0,0.0,0.22077922077922077,0.054309327036599755,0.03010625737898465,0.30283353010625735,0.06729634002361275
79,142.7,0.0,90.2,52.6,35.0,64.3,32.1,15.3,0.0,0.0,1.8,27.0,42.8,18.4,6.8,46.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.5,1.7,104.5,29.0,51.9,133.1,105.9,7.8,49.6,4.1,71.0,36.9,33.1,64.9,0.0,48.6,0.0,142.7,32.6,4.6,18.6,15.1,14.0,13.1,19.2,11.5,7.9,12.1,1.7,144.3,0.0,1.5,57.3,0.6,0.0,0.0,25.8,14.6,3.8,38.4,8.6,1.0,0.0,0.632095304835319,0.3686054660126139,0.2452697967764541,0.45059565522074285,0.22494744218640508,0.1072179397337071,0.0,0.0,0.01261387526278907,0.18920812894183603,0.2999299229152067,0.1289418360196216,0.04765241765942537,0.322354590049054,0.0,0.0,0.0,0.0,0.014015416958654521,0.0,0.0,0.08759635599159075,0.011913104414856343,0.7323055360896987,0.20322354590049055,0.3637000700770848,0.9327259985984583,0.7421163279607569,0.05466012613875263,0.3475823405746321,0.028731604765241767,0.4975473020322355,0.2585844428871759,0.23195515066573233,0.45480028030833924,0.0,0.34057463209530486,0.0,0.2284512964260687,0.0322354590049054,0.13034337771548707,0.10581639803784164,0.09810791871058165,0.0918009810791871,0.1345480028030834,0.0805886475122635,0.05536089698668536,0.08479327259985985,0.011913104414856343,1.0112123335669239,0.0,0.010511562718990891,0.401541695865452,0.004204625087596356,0.0,0.0,0.18079887876664333,0.102312543798178,0.026629292221443588,0.2690960056061668,0.060266292922214436
80,122.5,0.0,77.2,43.7,34.3,53.2,31.1,7.8,0.0,0.0,3.9,34.0,29.7,6.7,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.9,88.1,21.7,53.4,110.7,82.4,10.3,51.3,7.6,58.3,14.7,22.2,63.6,0.0,42.3,0.0,121.8,14.5,7.9,4.4,13.6,7.0,17.5,19.7,10.6,3.6,11.1,6.2,114.1,0.0,1.7,47.1,0.7,0.0,0.0,33.8,10.8,2.6,12.1,14.6,1.0057471264367817,0.0,0.6338259441707718,0.3587848932676519,0.28160919540229884,0.4367816091954023,0.25533661740558294,0.06403940886699508,0.0,0.0,0.03201970443349754,0.2791461412151067,0.2438423645320197,0.055008210180623976,0.0,0.36535303776683087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07717569786535304,0.0812807881773399,0.7233169129720853,0.1781609195402299,0.43842364532019706,0.9088669950738917,0.6765188834154352,0.0845648604269294,0.4211822660098522,0.06239737274220033,0.4786535303776683,0.12068965517241378,0.18226600985221675,0.5221674876847291,0.0,0.34729064039408863,0.0,0.11904761904761905,0.06486042692939245,0.036124794745484405,0.1116584564860427,0.05747126436781609,0.14367816091954022,0.16174055829228243,0.08702791461412152,0.02955665024630542,0.09113300492610837,0.05090311986863711,0.9367816091954023,0.0,0.013957307060755337,0.3866995073891626,0.005747126436781609,0.0,0.0,0.277504105090312,0.08866995073891626,0.021346469622331693,0.0993431855500821,0.11986863711001643
81,135.7,0.0,96.7,37.4,17.7,51.0,25.3,38.4,0.0,0.0,7.3,41.8,20.0,4.9,8.3,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2.5,98.6,20.7,70.8,121.7,90.7,15.5,64.3,4.0,68.3,20.5,30.6,56.6,0.0,46.3,0.0,135.7,26.8,4.6,12.5,20.5,16.3,22.4,17.8,6.2,3.1,12.7,4.7,126.1,0.0,1.7,58.1,0.5,0.0,0.0,10.2,7.1,2.7,36.4,14.6,1.0,0.0,0.7126013264554164,0.27560795873249816,0.13043478260869565,0.37582903463522477,0.18644067796610173,0.2829771554900516,0.0,0.0,0.05379513633014002,0.30803242446573326,0.14738393515106854,0.0361090641120118,0.06116433308769345,0.38614591009579957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09948415622697127,0.018422991893883568,0.7266028002947679,0.15254237288135594,0.5217391304347826,0.8968312453942521,0.6683861459100959,0.11422254974207813,0.47383935151068535,0.02947678703021371,0.5033161385408991,0.15106853352984526,0.22549742078113488,0.417096536477524,0.0,0.34119380987472364,0.0,0.19749447310243184,0.03389830508474576,0.09211495946941785,0.15106853352984526,0.12011790714812087,0.16507000736919675,0.13117170228445102,0.04568901989683125,0.022844509948415626,0.09358879882092852,0.03463522476050111,0.9292557111274872,0.0,0.012527634487840826,0.42815033161385413,0.003684598378776714,0.0,0.0,0.07516580692704496,0.052321296978629334,0.019896831245394254,0.26823876197494473,0.10759027266028004
