age,nhs_abs_condition__all_conditions,nhs_abs_condition__no_condition,nhs_activity__did_not_meet_2014_physical_activity_guidelines,nhs_activity__met_2014_physical_activity_guidelines,nhs_alcohol__consumed_alcohol_12_or_more_months_ago,nhs_alcohol__did_not_exceed_guideline,nhs_alcohol__exceeded_guideline,nhs_alcohol__never_consumed_alcohol,nhs_alcohol__risk_level_not_known,nhs_alcohol__time_since_last_consumed_alcohol_not_known,nhs_bmi__normal_range,nhs_bmi__normal_range_adult_only,nhs_bmi__obese_class_1,nhs_bmi__obese_class_2_adult_only,nhs_bmi__obese_class_3_adult_only,nhs_bmi__overweight,nhs_bmi__underweight_class_1,nhs_bmi__underweight_class_2,nhs_bmi__underweight_class_3,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases,nhs_comorbidity_all_condition__codes_for_special_purposes,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system,nhs_comorbidity_all_condition__diseases_of_the_digestive_system,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue,nhs_comorbidity_all_condition__diseases_of_the_nervous_system,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes,nhs_comorbidity_all_condition__mental_and_behavioural_disorders,nhs_comorbidity_all_condition__neoplasms,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified,nhs_comorbidity_no_condition__no_condition,nhs_population__total,nhs_seifa__decile_1_lowest,nhs_seifa__decile_10_highest,nhs_seifa__decile_2,nhs_seifa__decile_3,nhs_seifa__decile_4,nhs_seifa__decile_5,nhs_seifa__decile_6,nhs_seifa__decile_7,nhs_seifa__decile_8,nhs_seifa__decile_9,nhs_smoking__current_daily_smoker,nhs_smoking__current_non_smoker,nhs_smoking__current_smoker_other,nhs_states__australian_capital_territory,nhs_states__new_south_wales,nhs_states__northern_territory,nhs_states__other_territories,nhs_states__outside_australia,nhs_states__queensland,nhs_states__south_australia,nhs_states__tasmania,nhs_states__victoria,nhs_states__western_australia,nhs_abs_condition__all_conditions_rate,nhs_abs_condition__no_condition_rate,nhs_activity__did_not_meet_2014_physical_activity_guidelines_rate,nhs_activity__met_2014_physical_activity_guidelines_rate,nhs_alcohol__consumed_alcohol_12_or_more_months_ago_rate,nhs_alcohol__did_not_exceed_guideline_rate,nhs_alcohol__exceeded_guideline_rate,nhs_alcohol__never_consumed_alcohol_rate,nhs_alcohol__risk_level_not_known_rate,nhs_alcohol__time_since_last_consumed_alcohol_not_known_rate,nhs_bmi__normal_range_rate,nhs_bmi__normal_range_adult_only_rate,nhs_bmi__obese_class_1_rate,nhs_bmi__obese_class_2_adult_only_rate,nhs_bmi__obese_class_3_adult_only_rate,nhs_bmi__overweight_rate,nhs_bmi__underweight_class_1_rate,nhs_bmi__underweight_class_2_rate,nhs_bmi__underweight_class_3_rate,nhs_comorbidity_all_condition__certain_conditions_originating_in_the_perinatal_period_rate,nhs_comorbidity_all_condition__certain_infectious_and_parasitic_diseases_rate,nhs_comorbidity_all_condition__codes_for_special_purposes_rate,nhs_comorbidity_all_condition__congenital_malformations_deformations_and_chromosomal_abnormalities_rate,nhs_comorbidity_all_condition__diseases_of_genito_urinary_system_rate,nhs_comorbidity_all_condition__diseases_of_the_blood_and_blood_forming_organs_rate,nhs_comorbidity_all_condition__diseases_of_the_circulatory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_digestive_system_rate,nhs_comorbidity_all_condition__diseases_of_the_ear_and_mastoid_process_rate,nhs_comorbidity_all_condition__diseases_of_the_eye_and_adnexa_rate,nhs_comorbidity_all_condition__diseases_of_the_musculoskeletal_system_and_connective_tissue_rate,nhs_comorbidity_all_condition__diseases_of_the_nervous_system_rate,nhs_comorbidity_all_condition__diseases_of_the_respiratory_system_rate,nhs_comorbidity_all_condition__diseases_of_the_skin_and_subcutaneous_tissue_rate,nhs_comorbidity_all_condition__endocrine_nutritional_and_metabolic_disorders_rate,nhs_comorbidity_all_condition__injury_poisoning_and_certain_other_consequences_of_external_causes_rate,nhs_comorbidity_all_condition__mental_and_behavioural_disorders_rate,nhs_comorbidity_all_condition__neoplasms_rate,nhs_comorbidity_all_condition__pregnancy_childbrith_and_the_puerperium_rate,nhs_comorbidity_all_condition__symptoms_signs_and_conditions_not_elsewhere_classified_rate,nhs_comorbidity_no_condition__no_condition_rate,nhs_seifa__decile_1_lowest_rate,nhs_seifa__decile_10_highest_rate,nhs_seifa__decile_2_rate,nhs_seifa__decile_3_rate,nhs_seifa__decile_4_rate,nhs_seifa__decile_5_rate,nhs_seifa__decile_6_rate,nhs_seifa__decile_7_rate,nhs_seifa__decile_8_rate,nhs_seifa__decile_9_rate,nhs_smoking__current_daily_smoker_rate,nhs_smoking__current_non_smoker_rate,nhs_smoking__current_smoker_other_rate,nhs_states__australian_capital_territory_rate,nhs_states__new_south_wales_rate,nhs_states__northern_territory_rate,nhs_states__other_territories_rate,nhs_states__outside_australia_rate,nhs_states__queensland_rate,nhs_states__south_australia_rate,nhs_states__tasmania_rate,nhs_states__victoria_rate,nhs_states__western_australia_rate
40,345.1,54.2,303.1,90.3,33.4,222.7,105.8,28.1,0.0,0.0,5.3,116.2,63.7,33.6,22.9,154.6,0.0,0.0,0.0,0.0,0.0,0.0,3.3,22.3,11.6,92.1,23.0,40.1,156.0,114.5,41.5,202.1,21.7,88.9,65.8,114.8,12.7,0.0,17.9,54.2,401.9,21.0,34.5,17.2,30.5,47.4,42.1,31.6,57.1,48.9,53.1,38.7,348.3,8.9,8.8,135.7,1.5,0.0,0.0,74.9,29.3,6.5,92.3,42.1,0.8586713112714607,0.13485941776561336,0.7541677034088082,0.22468275690470266,0.08310525006220452,0.5541179397860164,0.26324956456830056,0.06991789002239364,0.0,0.0,0.013187360039810898,0.289126648420005,0.15849713859168948,0.08360288629012193,0.05697934809654143,0.3846728041801443,0.0,0.0,0.0,0.0,0.0,0.0,0.008210997760636975,0.05548643941278925,0.02886290121920876,0.2291614829559592,0.05722816621050013,0.09977606369743719,0.38815625777556606,0.28489674048270713,0.10325951729285893,0.5028614083105251,0.05399353072903708,0.22119930330928095,0.1637223189848221,0.2856431948245832,0.03159990047275442,0.0,0.04453844239860662,0.13485941776561336,0.0522518039313262,0.08584224931575019,0.04279671560089575,0.07588952475740235,0.117939786016422,0.10475242597661111,0.07862652401094801,0.14207514307041555,0.12167205772580245,0.13212241851206769,0.09629261010201544,0.8666334909181389,0.022144812142323965,0.021895994028365267,0.33764618064195073,0.003732271709380443,0.0,0.0,0.18636476735506347,0.07290370738989799,0.016173177407315255,0.2296591191838766,0.10475242597661111
41,290.8,48.0,266.8,67.7,29.4,160.4,97.0,51.2,0.0,0.0,3.7,85.8,76.8,17.1,17.5,121.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,12.7,75.5,26.0,35.2,198.1,91.9,42.7,138.5,25.6,84.6,39.8,75.6,23.2,0.0,30.5,48.0,341.0,27.4,28.4,40.8,20.6,22.0,52.6,31.5,56.9,35.8,31.8,42.2,296.3,3.1,7.0,88.9,2.2,0.0,0.0,64.0,27.0,8.0,86.7,38.5,0.8527859237536657,0.14076246334310852,0.7824046920821115,0.19853372434017597,0.08621700879765395,0.47038123167155427,0.2844574780058651,0.1501466275659824,0.0,0.0,0.010850439882697948,0.25161290322580643,0.2252199413489736,0.050146627565982406,0.051319648093841645,0.3563049853372434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102639296187683,0.03724340175953079,0.22140762463343108,0.07624633431085044,0.10322580645161292,0.5809384164222874,0.26950146627565985,0.12521994134897363,0.40615835777126097,0.0750733137829912,0.24809384164222872,0.11671554252199412,0.22170087976539588,0.06803519061583578,0.0,0.08944281524926687,0.14076246334310852,0.08035190615835777,0.08328445747800586,0.11964809384164223,0.06041055718475074,0.06451612903225806,0.15425219941348975,0.09237536656891496,0.16686217008797655,0.10498533724340176,0.09325513196480939,0.12375366568914957,0.8689149560117302,0.00909090909090909,0.020527859237536656,0.2607038123167156,0.006451612903225807,0.0,0.0,0.187683284457478,0.07917888563049853,0.02346041055718475,0.25425219941348975,0.11290322580645161
42,280.8,37.6,248.2,72.5,35.0,173.7,89.6,33.9,0.0,0.0,7.1,96.6,49.2,18.0,10.1,116.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,9.8,72.6,13.9,40.4,158.2,86.6,45.4,138.6,18.2,87.2,47.6,101.0,30.0,0.0,25.1,37.6,323.4,35.2,42.8,14.9,32.6,28.3,41.2,26.8,26.5,33.4,30.6,53.9,266.8,0.0,6.9,101.6,1.9,0.0,0.0,64.8,22.7,3.9,72.3,41.1,0.868274582560297,0.11626468769325914,0.7674706246134818,0.2241805813234385,0.10822510822510824,0.5371057513914657,0.27705627705627706,0.10482374768089055,0.0,0.0,0.021954236239950527,0.2987012987012987,0.1521335807050093,0.05565862708719852,0.031230674087816945,0.36023500309214596,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.07173778602350031,0.030303030303030307,0.22448979591836735,0.042980828695114416,0.12492269635126778,0.48917748917748916,0.26777983920841064,0.14038342609771182,0.4285714285714286,0.05627705627705628,0.26963512677798396,0.1471861471861472,0.31230674087816945,0.0927643784786642,0.0,0.07761286332714905,0.11626468769325914,0.108843537414966,0.13234384662956092,0.04607297464440322,0.1008039579468151,0.08750773036487323,0.12739641311069885,0.08286951144094001,0.08194186765615337,0.10327767470624613,0.09461966604823749,0.16666666666666669,0.8249845392702536,0.0,0.02133580705009277,0.3141620284477427,0.005875077303648732,0.0,0.0,0.20037105751391465,0.07019171304885591,0.012059369202226345,0.22356215213358072,0.12708719851576997
43,337.8,12.5,276.1,74.1,45.6,205.0,90.0,15.3,0.0,5.9,10.2,87.6,81.2,29.7,9.0,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.8,91.9,36.2,52.0,193.4,150.2,41.2,164.2,24.5,98.9,51.5,94.0,25.4,0.0,25.6,12.5,352.1,24.5,41.3,29.8,37.6,49.2,35.2,22.5,38.4,46.4,34.4,29.6,321.5,0.0,6.6,100.7,2.7,0.0,0.0,57.0,26.5,4.7,116.8,33.5,0.9593865379153649,0.03550127804600965,0.7841522294802613,0.2104515762567452,0.12950866231184321,0.5822209599545584,0.2556092019312695,0.04345356432831582,0.0,0.016756603237716557,0.028969042885543875,0.24879295654643563,0.23061630218687873,0.08435103663731894,0.02556092019312695,0.31496733882419764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04828173814257313,0.06475433115592161,0.261005396194263,0.10281170122124397,0.14768531667140017,0.5492757739278614,0.426583357000852,0.11701221243964782,0.4663447884123828,0.06958250497017893,0.2808861119000284,0.14626526554955976,0.2669696109059926,0.07213859698949161,0.0,0.07270661743822777,0.03550127804600965,0.06958250497017893,0.11729622266401589,0.08463504686168702,0.10678784436239705,0.13973303038909402,0.09997159897756319,0.06390230048281738,0.10905992615734166,0.13178074410678783,0.09769951718261856,0.08406702641295087,0.9130928713433683,0.0,0.018744674808293095,0.2859982959386538,0.007668276057938086,0.0,0.0,0.16188582788980402,0.07526270945754046,0.013348480545299631,0.3317239420619142,0.09514342516330587
44,265.2,30.4,228.6,61.7,43.0,156.9,64.5,35.1,0.0,0.0,12.7,73.1,54.4,30.9,10.6,121.1,0.0,0.0,0.0,0.0,0.7,0.0,1.7,18.3,10.4,81.5,20.9,31.3,174.0,80.0,42.3,132.4,12.2,74.3,56.1,92.4,28.5,0.0,28.0,30.4,288.3,13.4,41.7,27.7,15.4,46.2,28.6,42.9,23.2,18.1,28.8,30.4,260.2,0.0,6.1,83.9,2.9,0.0,0.0,67.7,24.8,4.8,61.4,42.9,0.9198751300728407,0.10544571626777662,0.7929240374609781,0.21401318071453349,0.1491501907734998,0.5442247658688866,0.22372528616024973,0.12174817898022892,0.0,0.0,0.04405133541449878,0.25355532431494965,0.18869233437391605,0.10718002081165452,0.036767256330211585,0.42004856052722855,0.0,0.0,0.0,0.0,0.0024280263614290666,0.0,0.005896635449184877,0.06347554630593132,0.036073534512660425,0.2826916406520985,0.07249392993409642,0.10856746444675684,0.6035379812695109,0.2774887270204648,0.14672216441207075,0.45924384321886924,0.04231703087062088,0.25771765522025664,0.19458896982310092,0.32049947970863685,0.09885535900104057,0.0,0.09712105445716267,0.10544571626777662,0.046479361775927854,0.1446409989594173,0.09608047173083593,0.053416579951439475,0.16024973985431842,0.09920221990981616,0.14880332986472425,0.08047173083593478,0.06278182448838016,0.09989594172736732,0.10544571626777662,0.9025320846340616,0.0,0.02115851543531044,0.2910163024627125,0.010058966354491848,0.0,0.0,0.23482483524106834,0.08602150537634408,0.016649323621227886,0.21297259798820672,0.14880332986472425
45,313.8,36.5,278.1,81.9,34.2,188.4,108.4,24.8,0.0,5.7,4.7,88.6,72.0,28.3,20.8,130.9,0.0,0.0,0.0,0.0,1.6,0.0,0.0,10.1,3.0,85.6,40.8,27.7,221.3,113.5,36.2,156.7,15.5,83.8,46.8,127.1,34.8,0.0,41.1,36.5,352.2,30.2,53.6,24.0,19.0,30.1,62.9,31.0,48.8,26.5,40.4,43.4,306.9,2.0,6.6,127.5,2.9,0.0,0.0,91.9,19.6,6.7,77.6,33.5,0.8909710391822828,0.1036342986939239,0.7896081771720614,0.2325383304940375,0.09710391822827939,0.5349233390119251,0.3077796706416809,0.0704145371947757,0.0,0.0161839863713799,0.013344690516751847,0.2515616127200454,0.20442930153321978,0.08035207268597389,0.05905735377626349,0.37166382737081205,0.0,0.0,0.0,0.0,0.004542873367404884,0.0,0.0,0.02867688813174333,0.008517887563884156,0.24304372515616127,0.11584327086882452,0.07864849517319705,0.6283361726291881,0.32226007950028396,0.1027825099375355,0.44491766042021574,0.04400908574673481,0.23793299261783077,0.13287904599659284,0.36087450312322544,0.09880749574105621,0.0,0.11669505962521295,0.1036342986939239,0.08574673480976717,0.1521862578080636,0.06814310051107325,0.05394662123793299,0.08546280522430438,0.17859170925610449,0.08801817149346962,0.13855763770584895,0.07524134014764339,0.11470755252697332,0.12322544009085747,0.8713798977853492,0.0056785917092561046,0.018739352640545145,0.36201022146507666,0.008233957978421351,0.0,0.0,0.26093128904031804,0.05565019875070983,0.01902328222600795,0.22032935831913686,0.09511641113003975
46,264.8,8.6,221.7,50.4,33.5,142.6,63.1,22.7,0.0,0.0,6.6,60.2,76.6,20.1,12.7,106.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,34.7,7.8,109.0,37.4,59.8,199.1,108.5,40.3,115.4,18.7,90.9,49.7,91.4,43.5,0.0,34.6,8.6,274.9,10.5,19.4,15.2,23.2,25.9,46.2,30.3,21.2,25.6,33.4,29.6,247.2,0.0,5.9,93.0,1.8,0.0,0.0,56.5,11.5,5.6,77.0,41.4,0.9632593670425611,0.03128410331029465,0.8064750818479447,0.1833393961440524,0.12186249545289198,0.5187340851218625,0.22953801382320846,0.08257548199345217,0.0,0.0,0.02400873044743543,0.2189887231720626,0.2786467806475082,0.0731174972717352,0.046198617679156055,0.3855947617315388,0.0,0.0,0.0,0.0,0.0,0.0,0.025100036376864317,0.12622771917060752,0.028373954165150966,0.3965078210258276,0.13604947253546745,0.21753364859949073,0.7242633684976355,0.3946889778101128,0.14659876318661333,0.4197890141869771,0.06802473626773373,0.33066569661695167,0.1807930156420517,0.33248453983266646,0.1582393597671881,0.0,0.12586395052746455,0.03128410331029465,0.03819570753001092,0.07057111676973445,0.05529283375773009,0.08439432520916697,0.09421607857402692,0.16806111313204805,0.11022189887231722,0.07711895234630775,0.09312477264459805,0.121498726809749,0.1076755183703165,0.8992360858493998,0.0,0.02146234994543471,0.3383048381229538,0.0065478355765733005,0.0,0.0,0.20552928337577303,0.04183339396144053,0.02037104401600582,0.2801018552200801,0.1506002182611859
47,223.9,35.3,196.8,49.9,31.1,124.6,73.2,22.6,0.0,3.1,7.7,62.5,52.5,27.8,9.5,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,5.7,80.7,21.6,32.5,175.8,64.7,29.4,96.4,11.7,65.9,23.7,68.5,27.8,0.0,10.8,35.3,248.0,10.1,28.4,22.9,18.2,40.4,39.8,18.2,24.4,40.4,20.8,25.8,228.8,4.2,4.7,57.9,2.2,0.0,0.0,86.1,33.4,6.0,44.2,20.0,0.9028225806451613,0.14233870967741935,0.7935483870967742,0.20120967741935483,0.1254032258064516,0.5024193548387097,0.29516129032258065,0.09112903225806453,0.0,0.0125,0.031048387096774193,0.25201612903225806,0.21169354838709678,0.1120967741935484,0.038306451612903226,0.3758064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04879032258064516,0.022983870967741935,0.32540322580645165,0.08709677419354839,0.1310483870967742,0.7088709677419355,0.2608870967741936,0.11854838709677419,0.38870967741935486,0.047177419354838705,0.2657258064516129,0.09556451612903226,0.2762096774193548,0.1120967741935484,0.0,0.043548387096774194,0.14233870967741935,0.0407258064516129,0.11451612903225807,0.09233870967741935,0.07338709677419354,0.1629032258064516,0.16048387096774192,0.07338709677419354,0.09838709677419354,0.1629032258064516,0.08387096774193549,0.10403225806451613,0.9225806451612903,0.016935483870967744,0.018951612903225806,0.23346774193548386,0.008870967741935484,0.0,0.0,0.3471774193548387,0.1346774193548387,0.024193548387096774,0.17822580645161293,0.08064516129032258
48,329.0,0.0,252.1,74.9,33.5,167.6,92.9,33.8,0.0,0.0,3.0,78.9,61.8,39.7,25.9,120.3,0.0,0.0,0.0,0.0,5.3,0.0,0.0,40.8,13.4,108.1,33.7,32.4,292.0,120.1,30.3,145.5,17.6,97.3,39.4,97.2,42.4,0.0,27.4,0.0,326.0,22.3,15.8,20.3,26.2,44.6,44.2,26.6,54.9,48.4,42.0,36.6,284.2,20.8,7.6,97.2,2.7,0.0,0.0,66.3,13.5,5.0,110.1,49.9,1.00920245398773,0.0,0.7733128834355828,0.22975460122699387,0.10276073619631902,0.5141104294478528,0.28496932515337425,0.10368098159509202,0.0,0.0,0.009202453987730062,0.24202453987730063,0.18957055214723925,0.12177914110429448,0.0794478527607362,0.36901840490797544,0.0,0.0,0.0,0.0,0.01625766871165644,0.0,0.0,0.12515337423312883,0.041104294478527606,0.33159509202453985,0.10337423312883437,0.09938650306748466,0.8957055214723927,0.3684049079754601,0.09294478527607362,0.44631901840490795,0.0539877300613497,0.29846625766871165,0.12085889570552147,0.298159509202454,0.13006134969325153,0.0,0.08404907975460123,0.0,0.06840490797546013,0.04846625766871166,0.06226993865030675,0.0803680981595092,0.13680981595092026,0.1355828220858896,0.08159509202453988,0.16840490797546012,0.14846625766871166,0.12883435582822086,0.11226993865030675,0.8717791411042944,0.0638036809815951,0.02331288343558282,0.298159509202454,0.008282208588957056,0.0,0.0,0.20337423312883435,0.04141104294478527,0.015337423312883436,0.33773006134969324,0.1530674846625767
49,332.6,6.9,281.6,60.2,46.6,169.3,99.0,23.5,0.0,0.0,13.2,104.2,62.1,54.0,18.8,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,6.6,120.2,24.1,63.4,263.2,143.3,53.7,153.8,16.8,109.5,56.2,93.8,50.1,0.0,37.0,6.9,335.4,16.7,22.5,32.3,24.2,39.3,46.9,33.7,39.8,34.1,44.2,49.5,283.6,8.9,6.2,94.6,2.9,0.0,0.0,37.9,30.4,5.3,113.6,36.4,0.9916517590936197,0.020572450805008947,0.8395945140131188,0.17948717948717952,0.13893858079904592,0.5047704233750746,0.2951699463327371,0.07006559332140729,0.0,0.0,0.03935599284436494,0.3106738223017293,0.18515205724508052,0.16100178890876565,0.056052474657125824,0.25760286225402507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05336911150864639,0.01967799642218247,0.3583780560524747,0.07185450208706023,0.18902802623732856,0.7847346451997615,0.42725104353011334,0.1601073345259392,0.45855694692904003,0.050089445438282656,0.3264758497316637,0.16756112104949317,0.2796660703637448,0.14937388193202147,0.0,0.1103160405485987,0.020572450805008947,0.049791293977340494,0.0670840787119857,0.09630292188431723,0.07215265354800239,0.11717352415026834,0.1398330351818724,0.10047704233750747,0.11866428145497913,0.10166964818127609,0.13178294573643412,0.14758497316636854,0.845557543231962,0.02653548002385212,0.018485390578413835,0.28205128205128205,0.0086463923673226,0.0,0.0,0.11299940369707812,0.09063804412641623,0.015802027429934407,0.3387000596302922,0.10852713178294573
50,342.1,5.2,291.3,52.3,23.0,155.5,94.5,56.1,0.0,9.2,0.0,85.7,84.0,26.8,19.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.0,121.4,19.9,61.4,295.1,129.5,66.0,135.3,9.0,117.5,62.4,111.8,47.2,0.0,39.3,5.2,345.0,80.1,36.9,17.6,44.6,33.4,26.9,42.1,36.5,15.8,20.1,79.9,271.7,2.4,3.8,122.0,1.0,0.0,0.0,73.6,36.8,8.5,55.0,29.3,0.9915942028985508,0.015072463768115942,0.8443478260869566,0.15159420289855072,0.06666666666666667,0.45072463768115945,0.27391304347826084,0.16260869565217392,0.0,0.026666666666666665,0.0,0.24840579710144928,0.24347826086956523,0.07768115942028986,0.05507246376811594,0.35942028985507246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03159420289855073,0.028985507246376812,0.3518840579710145,0.057681159420289854,0.17797101449275363,0.8553623188405798,0.3753623188405797,0.19130434782608696,0.3921739130434783,0.02608695652173913,0.34057971014492755,0.1808695652173913,0.32405797101449274,0.13681159420289857,0.0,0.11391304347826087,0.015072463768115942,0.23217391304347823,0.10695652173913044,0.05101449275362319,0.1292753623188406,0.09681159420289855,0.07797101449275362,0.12202898550724638,0.10579710144927536,0.04579710144927537,0.058260869565217394,0.23159420289855073,0.787536231884058,0.006956521739130434,0.011014492753623187,0.3536231884057971,0.002898550724637681,0.0,0.0,0.21333333333333332,0.10666666666666666,0.02463768115942029,0.15942028985507245,0.08492753623188407
51,274.7,5.8,230.4,45.9,32.5,141.4,82.2,18.7,0.0,5.6,0.0,85.9,49.6,22.4,25.2,96.6,1.7,0.0,0.0,0.0,6.3,0.0,0.0,8.0,2.3,99.9,32.3,53.6,248.4,106.8,33.9,106.8,3.7,91.3,52.7,98.1,39.4,0.0,26.7,5.8,276.1,26.7,29.6,14.5,10.5,53.2,22.7,31.7,30.8,25.6,26.7,36.8,241.1,0.5,6.6,93.6,1.8,0.0,0.0,58.0,26.1,4.6,55.2,29.8,0.9949293734154291,0.021006881564650488,0.8344802607750814,0.16624411445128576,0.11771097428467946,0.5121332850416516,0.29771821803694315,0.06772908366533864,0.0,0.020282506338283227,0.0,0.3111191597247374,0.17964505613908002,0.0811300253531329,0.09127127852227453,0.3498732343353857,0.006157189424121695,0.0,0.0,0.0,0.02281781963056863,0.0,0.0,0.028975009054690328,0.008330315103223468,0.3618254255704455,0.11698659905831219,0.1941325606664252,0.8996740311481347,0.38681637088011583,0.12278160086925026,0.38681637088011583,0.013400941687794278,0.33067729083665337,0.19087287214777254,0.35530604853314013,0.14270191959434986,0.0,0.09670409272002896,0.021006881564650488,0.09670409272002896,0.10720753350235422,0.05251720391162622,0.03802969938428105,0.1926838102136907,0.0822165881926838,0.11481347337921041,0.11155378486055777,0.09272002897500906,0.09670409272002896,0.13328504165157548,0.8732343353857297,0.0018109380659181455,0.023904382470119518,0.33900760593987683,0.006519377037305324,0.0,0.0,0.21006881564650487,0.0945309670409272,0.016660630206446935,0.19992756247736326,0.10793190872872147
52,297.3,0.0,270.7,33.6,23.2,150.3,104.7,29.3,0.0,0.0,1.4,64.7,67.5,25.2,16.2,121.7,0.0,0.0,0.0,0.0,0.0,1.3,0.0,25.7,15.7,128.8,30.6,57.5,279.2,127.4,44.6,116.7,4.0,99.7,56.3,85.5,38.3,0.0,41.7,0.0,297.4,20.5,35.9,24.3,32.7,26.9,33.1,33.9,46.1,33.0,25.5,33.8,260.3,5.1,4.6,86.3,1.1,0.0,0.0,56.9,17.8,8.1,100.8,37.3,0.9996637525218562,0.0,0.9102219233355751,0.1129791526563551,0.07800941492938804,0.5053799596503027,0.3520511096166779,0.09852051109616679,0.0,0.0,0.004707464694014795,0.21755211835911234,0.2269670477471419,0.08473436449226632,0.05447209145931406,0.4092131809011433,0.0,0.0,0.0,0.0,0.0,0.004371217215870881,0.0,0.08641560188298589,0.05279085406859449,0.4330867518493612,0.10289172831203768,0.1933422999327505,0.9388029589778077,0.4283792871553464,0.14996637525218562,0.3924008069939476,0.013449899125756557,0.3352387357094822,0.18930733019502355,0.2874915938130464,0.12878278412911903,0.0,0.14021519838601212,0.0,0.06893073301950235,0.12071284465366511,0.08170813718897109,0.10995292535305987,0.09045057162071285,0.11129791526563552,0.11398789509078683,0.15501008742434433,0.1109616677874916,0.08574310692669805,0.1136516476126429,0.8752521856086081,0.01714862138533961,0.01546738399462004,0.29018157363819774,0.0036987222595830536,0.0,0.0,0.19132481506388704,0.05985205110961669,0.02723604572965703,0.33893745796906527,0.1254203093476799
53,298.3,1.8,233.5,59.4,39.9,162.1,66.9,21.1,0.0,0.0,7.5,68.5,35.1,25.8,61.7,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,1.9,110.4,38.0,49.9,256.3,155.0,36.8,156.3,9.3,127.3,55.4,94.0,30.8,0.0,23.2,1.8,299.5,27.1,19.3,32.4,22.5,41.5,19.0,18.1,34.4,29.6,36.2,61.8,224.5,7.3,3.8,106.3,2.6,0.0,0.0,56.2,13.6,8.6,64.4,27.9,0.9959933222036729,0.006010016694490818,0.7796327212020033,0.19833055091819699,0.1332220367278798,0.5412353923205342,0.2233722871452421,0.07045075125208682,0.0,0.0,0.025041736227045076,0.2287145242070117,0.11719532554257095,0.08614357262103506,0.20601001669449082,0.3722871452420701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637729549248748,0.006343906510851418,0.3686143572621035,0.12687813021702837,0.1666110183639399,0.8557595993322205,0.5175292153589316,0.12287145242070116,0.5218697829716195,0.031051752921535895,0.42504173622704505,0.18497495826377294,0.31385642737896496,0.10283806343906511,0.0,0.07746243739565943,0.006010016694490818,0.09048414023372288,0.064440734557596,0.10818030050083471,0.07512520868113523,0.13856427378964942,0.06343906510851419,0.060434056761268784,0.11485809682804674,0.0988313856427379,0.12086811352253757,0.2063439065108514,0.7495826377295493,0.024373956594323874,0.012687813021702837,0.35492487479131885,0.008681135225375626,0.0,0.0,0.18764607679465778,0.04540901502504174,0.028714524207011684,0.21502504173622705,0.09315525876460767
